X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,FEATUREDES,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,OSPI_CODE,SCH_CLASS,DISTRICT,PIN,MAJOR,MINOR
-122.034824179246,47.5262714189641,30,342,996968,660,School-Elementary,Clark Elementary School,Clark,335 1st Ave SE,98027,-122.03482618,47.52626897,2738,10,ISSAQUAH,3424069028,342406,9028
-122.318068361286,47.6666544813925,31,868,12405,664,School-Alternative,University Child Development School,UCDS,5062 9th Ave NE,98105,-122.31806984,47.66665266,0,20,SEATTLE,2862100610,286210,0610
-122.028809211336,47.524488548764,32,357,1129642,661,School-Junior High/Middle,Issaquah Middle School,Issaquah Middle,600 2nd Ave SE,98027,-122.02881122,47.52448608,3038,10,ISSAQUAH,3424069030,342406,9030
-122.292840952196,47.6749103029177,33,957,12403,660,School-Elementary,Assumption St. Bridget School,Assumption,6220 32nd Ave NE,98115,-122.2928424,47.67490844,0,20,SEATTLE,1868903240,186890,3240
-122.184220454472,47.5380384495783,34,698,9371,660,School-Elementary,Hazelwood Elementary School,Hazelwood,7100 116th Ave SE,98056,-122.18422247,47.53803636,3485,10,RENTON,2824059124,282405,9124
-122.065521853783,47.6812640758087,35,2314,366184,666,School-K-12,The Bear Creek School,Bear Creek,8905 208th Ave NE,98053,-122.06552313,47.68126182,0,20,LAKE WASHINGTON,0525069015,052506,9015
-122.309285395896,47.613373816469,36,6600227,447450,664,School-Alternative,Seattle World School,Seattle World,1700 E Union St,98122,-122.30928711,47.61337197,0,10,SEATTLE,7234600635,723460,0635
-122.197492290513,47.5174306364012,37,704,892489,660,School-Elementary,Kennydale Elementary School,Kennydale,1700 NE 28th St,98056,-122.19749441,47.51742857,2597,10,RENTON,3342103310,334210,3310
-122.113197863462,47.6917306710868,38,617,12147,660,School-Elementary,Horace Mann Elementary School,Mann,17001 NE 104th St,98052,-122.11319913,47.6917285,0,10,LAKE WASHINGTON,3626059017,362605,9017
-122.114074052982,47.4365131449401,39,6600248,12202,661,School-Junior High/Middle,Northwood Middle School,Northwood,17007 SE 184th St,98058,-122.11407659,47.43651088,4485,10,KENT,3623059009,362305,9009
-122.306611314538,47.5882479444118,40,6600715,1132055,664,School-Alternative,Hamlin Robinson School,HRS,1701 20th Ave S,98144,-122.30661314,47.58824609,,20,SEATTLE,7548300835,754830,0835
-122.115426486397,47.4835236728435,41,746,573184,660,School-Elementary,Briarwood Elementary School,Briarwood,17020 SE 134th St,98059,-122.11542875,47.4835214,3440,10,ISSAQUAH,1323059026,132305,9026
-122.135079920353,47.3707932650272,42,562,1255197,660,School-Elementary,Covington Elementary School,Covington,25811 156th Ave SE,98042,-122.13508284,47.37079105,3388,10,KENT,8586400042,858640,0042
-122.11417004526,47.7584242413914,43,790,21198,660,School-Elementary,Bellevue Christian Mack Elementary School,Mack,18250 168th Pl NE,98072,-122.11417098,47.75842215,0,20,NORTHSHORE,1226059021,122605,9021
-122.139798000949,47.7519968209531,44,801,202643,660,School-Elementary,Hollywood Hill Elementary School,Hollywood Hill,17110 148th Ave NE,98072,-122.139799,47.75199473,4124,10,NORTHSHORE,1126059032,112605,9032
-122.215428911982,47.2779973889233,45,45,788781,660,School-Elementary,Gildo Rey Elementary School,Rey,1005 37th St SE,98002,-122.21543237,47.27799537,3669,10,AUBURN,3021059195,302105,9195
-122.191937617003,47.7013975054005,46,449,32812,660,School-Elementary,Bell Elementary School,Bell,11212  NE 112th St,98033,-122.1919389,47.70139547,0,10,LAKE WASHINGTON,3226059008,322605,9008
-122.183134231101,47.4098231320607,47,6600545,627566,660,School-Elementary,Emerald Park Elementary School,Emerald Park,11800 SE 216th St,98031,-122.18313694,47.40982103,4545,10,KENT,0922059182,092205,9182
-122.183628345084,47.3290929089296,48,49,19,660,School-Elementary,Hazelwood Elementary School,Hazelwood,11815 SE 304th St,98092,-122.18363151,47.32909081,4347,10,AUBURN,0921059123,092105,9123
-122.195536822621,47.6551039593504,49,6600030,8631,664,School-Alternative,Northstar Middle School,Northstar,10903 NE 53rd St,98033,-122.19553832,47.65510192,4167,10,LAKE WASHINGTON,1725059195,172505,9195
-122.314619799702,47.7490440082951,50,6600104,16165,665,School-Other Facility,Transportation-Shoreline,Transportation,1216 NE 165th St,98155,-122.31462091,47.74904221,0,10,SHORELINE,0826049046,082604,9046
-122.101860630591,47.5698556096771,51,6600716,235569,664,School-Alternative,French Immersion School of Washington,FISW,4211 W Lake Sammamish Pkwy SE,98008,-122.10186246,47.56985335,,20,ISSAQUAH,1324059109,132405,9109
-122.011061893109,47.6838606769716,52,6600721,1243530,660,School-Elementary,Ella Baker Elementary School,Baker,9595 Eastridge Dr NE,98053,-122.01106311,47.68385833,5512,10,LAKE WASHINGTON,7203102310,720310,2310
-122.15115937123,47.747904158704,53,6600722,160193,666,School-K-12,Woodinville Montessori School - Woodinville Campus,Woodinville Montessori,13965 NE 166th St,98072,-122.1511604,47.74790208,,20,NORTHSHORE,1026059032,102605,9032
-122.225130013757,47.3185647449295,54,6600723,1144445,663,School-College or University,Green River College Auburn Center,GRC,1221 D St NE,98002,-122.22513324,47.31856275,0,10,AUBURN,0721059055,072105,9055
-122.106417082215,47.6949213661156,55,632,568136,662,School-High,Redmond High School,Redmond High,17272 NE 104th St,98052,-122.10641832,47.69491919,3528,10,LAKE WASHINGTON,3626059014,362605,9014
-122.051048257995,47.766364011339,56,6600205,21195,661,School-Junior High/Middle,Timbercrest Middle School,Timbercrest,19115 215th Way NE,98077,-122.05104907,47.76636186,4516,10,NORTHSHORE,0426069010,042606,9010
-122.245791885014,47.7678189257997,57,253,5930,660,School-Elementary,Kenmore Elementary School,Kenmore,19121 71st Ave NE,98028,-122.24579292,47.76781706,2993,10,NORTHSHORE,0126049010,012604,9010
-122.358921704064,47.6368270894819,58,1048,411652,661,School-Junior High/Middle,McClure Middle School,McClure,1915 1st Ave W,98119,-122.35892332,47.63682533,3517,10,SEATTLE,1794501220,179450,1220
-122.116325414994,47.7675654446274,59,802,21188,661,School-Junior High/Middle,Leota Middle School,Leota,19301 168th Ave NE,98072,-122.1163263,47.76756339,3790,10,NORTHSHORE,0126059053,012605,9053
-122.362990890983,47.7696590808114,60,1289,16144,661,School-Junior High/Middle,Einstein Middle School,Einstein,19343 3rd Ave NW,98177,-122.36299195,47.76965747,3674,10,SHORELINE,0126039050,012603,9050
-122.354174358731,47.7694286638589,61,1142,154730,666,School-K-12,Kings Schools,Kings ,19351 Kings Garden Dr N,98133,-122.35417542,47.76942704,0,20,SHORELINE,0626049016,062604,9016
-122.182796142928,47.4283185820062,62,6600251,8588,660,School-Elementary,Glenridge Elementary School,Glenridge,19405 120th Ave SE,98031,-122.18279874,47.42831648,4489,10,KENT,7932000015,793200,0015
-122.197711099344,47.7696568566187,63,255,114,660,School-Elementary,Maywood Hills Elementary School,Maywood Hills,19510 104th Ave NE,98011,-122.19771207,47.76965493,3344,10,NORTHSHORE,0526059178,052605,9178
-122.202307329069,47.7696703702771,64,249,173414,660,School-Elementary,Heritage Christian Academy,Heritage Christian,19527 104th Ave NE,98011,-122.2023083,47.76966845,0,20,NORTHSHORE,0526059080,052605,9080
-122.372710428785,47.771807022969,65,1301,16157,660,School-Elementary,Syre Elementary School,Syre ,19545 12th Ave NW,98177,-122.37271148,47.77180545,3527,10,SHORELINE,0126039400,012603,9400
-122.079241050089,47.3591781336498,66,6600485,172,661,School-Junior High/Middle,Cedar Heights Middle School,Cedar Heights,19640 SE 272nd St  ,98042,-122.07924402,47.35917579,4440,10,KENT,2922069030,292206,9030
-122.152213003077,47.4257445942365,67,574,8587,660,School-Elementary,Lake Youngs Elementary School,Lake Youngs,19660 142nd Ave SE,98042,-122.15221561,47.42574242,3550,10,KENT,0322059190,032205,9190
-122.224421957273,47.7707876564018,68,6600331,176176,664,School-Alternative,Soreson Early Childhood Center,Soreson,19705 88th Ave NE ,98011,-122.22442295,47.77078577,0,10,NORTHSHORE,0626059101,062605,9101
-122.215065498308,47.3292728277576,69,34,797548,661,School-Junior High/Middle,Cascade Middle School,Cascade,1015 24th St NE,98002,-122.21506866,47.3292708,2394,10,AUBURN,5094400080,509440,0080
-122.346443309763,47.5022891105926,70,1193,744863,661,School-Junior High/Middle,Cascade Middle School,Cascade,11212 10th Ave SW,98146,-122.34644552,47.50228728,3163,10,HIGHLINE,0723049367,072304,9367
-122.05155126338,47.3982789491026,71,520,620598,660,School-Elementary,Cedar River Elementary School,Cedar River,22615 Sweeney Rd SE,98038,-122.051554,47.39827654,3937,10,TAHOMA,1622069134,162206,9134
-122.331370617602,47.5804662697311,72,6600429,473560,665,School-Other Facility,John Stanford Center (Administration),John Stanford Center,230 S Lander St,98134,-122.33137248,47.58046445,0,10,SEATTLE,7666205235,766620,5235
-122.033854605356,47.5892383807869,73,348,12219,660,School-Elementary,Discovery Elementary School,Discovery,2300 228th Ave SE,98075,-122.0338563,47.58923599,4376,10,ISSAQUAH,0324069051,032406,9051
-122.180339737525,47.3912059420392,74,384,8581,661,School-Junior High/Middle,Meridian Middle School,Meridian,23480 120th Ave SE,98031,-122.18034255,47.39120383,3233,10,KENT,1622059032,162205,9032
-122.375613353468,47.6714296595068,75,902,751094,664,School-Alternative,St. Alphonsus School,St. Alphonsus,5816 15th Ave NW,98107,-122.37561481,47.67142795,0,20,SEATTLE,2767900390,276790,0390
-122.220773479587,47.4743991122174,76,6600377,580032,665,School-Other Facility,Administration Center-Renton,Admin,300 SW 7th St,98057,-122.22077583,47.4743971,0,10,RENTON,1823059253,182305,9253
-122.385270448918,47.5769740076029,77,1003,470930,662,School-High,West Seattle High School,West Seattle,3000 California Ave SW,98116,-122.38527233,47.57697226,2234,10,SEATTLE,8702100050,870210,0050
-122.148941300986,47.5840692375593,78,191,155119,663,School-College or University,Bellevue College,Bellevue College,3000 Landerholm Cir SE,98007,-122.14894309,47.58406708,0,10,BELLEVUE,1024059008,102405,9008
-122.176754181618,47.4939136773278,79,714,580177,663,School-College or University,Renton Technical College,Renton Tech,3000 NE 4th St,98056,-122.17675641,47.49391155,5955,10,RENTON,7227800450,722780,0450
-122.407826505764,47.5771410476857,80,987,466948,660,School-Elementary,Alki Elementary School,Alki,3010 59th Ave SW,98116,-122.40782838,47.57713933,2181,10,SEATTLE,0148000064,014800,0064
-122.338532734295,47.3255374122399,81,322,2369,660,School-Elementary,Lake Grove Elementary School,Lake Grove,303 SW 308th St,98023,-122.33853593,47.32553564,3568,10,FEDERAL WAY,0721049180,072104,9180
-122.101523198366,47.6373530529062,82,608,12156,660,School-Elementary,John James Audubon Elementary School,Audubon,3045 180th Ave NE,98052,-122.10152471,47.63735083,3548,10,LAKE WASHINGTON,2425059100,242505,9100
-122.324609364687,47.3272956438926,83,102,2367,664,School-Alternative,St. Vincent de Paul School,St. Vincent De Paul,30527 8th Ave S,98003,-122.32461255,47.32729384,0,20,FEDERAL WAY,0821049005,082104,9005
-122.314265867353,47.3271564914664,84,81,2368,662,School-High,Federal Way High School,Federal Way,30611 16th Ave S,98003,-122.31426905,47.32715467,2417,10,FEDERAL WAY,0821049001,082104,9001
-122.185548819773,47.3274083911996,85,63,25,661,School-Junior High/Middle,Rainier Middle School,Rainier,30620 116th Ave SE,98092,-122.18555199,47.3274063,4385,10,AUBURN,0921059123,092105,9123
-122.175401091577,47.3249984155346,86,54,24,660,School-Elementary,Lea Hill Elementary School,Lea Hill,30908 124th Ave SE,98092,-122.17540428,47.3249963,3525,10,AUBURN,0921059005,092105,9005
-122.040181249946,47.3235106364277,87,6600467,806270,660,School-Elementary,Sawyer Woods Elementary School,Woods,31135 228th Ave SE,98010,-122.04018443,47.32350821,4466,10,KENT,0921069018,092106,9018
-122.067037506914,47.6387327375383,88,6600175,374731,660,School-Elementary,Blackwell Elementary School,Blackwell,3225 205th Pl NE,98074,-122.06703899,47.63873045,4532,10,LAKE WASHINGTON,8651590010,865159,0010
-121.907974686385,47.6523430774265,89,6600696,1008913,664,School-Alternative,Riverview Learning Center,Riverview,32302 NE 50th St,98014,-121.90797596,47.6523406,,10,RIVERVIEW,1625079060,162507,9060
-122.011852598767,47.1873809567663,90,310,208,660,School-Elementary,Southwood Elementary School,Southwood,3240 McDougall Ave,98022,-122.01185457,47.18737949,3739,10,ENUMCLAW,2620069019,262006,9019
-122.393907887608,47.3092098332788,91,2332,2383,660,School-Elementary,Green Gables Elementary School,Green Gables,32607 47th Ave SW,98023,-122.39391117,47.30920817,4426,10,FEDERAL WAY,1421039084,142103,9084
-121.815281787714,47.52369436358,92,6600627,21151,664,School-Alternative,Two Rivers High School,Two Rivers,8651 Meadowbrook Way SE,98065,-121.81528348,47.52369167,1502,10,SNOQUALMIE VALLEY,3224089060,322408,9060
-122.29057882522,47.5732419642238,93,1178,458345,660,School-Elementary,John Muir Elementary School,Muir,3301 S Horton St,98144,-122.29058072,47.57324008,2143,10,SEATTLE,1524049002,152404,9002
-121.901417134106,47.5180067109164,94,6600549,2356,665,School-Other Facility,Echo Glen Childrens Center,Echo Glen,33010 SE 99th St,98065,-121.90141899,47.51800409,3569,10,ISSAQUAH,3424079001,342407,9001
-122.362653222907,47.6496289124442,95,1056,757267,663,School-College or University,Seattle Pacific University,Seattle Pacific U,3307 3rd Ave W,98119,-122.36265478,47.64962717,0,20,SEATTLE,8900000555,890000,0555
-122.292006778105,47.6715154514399,96,869,349397,660,School-Elementary,Bryant Elementary School,Bryant ,3311 NE 60th St,98115,-122.29200824,47.67151359,0,10,SEATTLE,8827900180,882790,0180
-122.034189922824,47.5266444529167,97,6600688,996972,664,School-Alternative,Gibson Ek,Gibson Ek,379 1st Pl SE,98027,-122.03419193,47.526642,,10,ISSAQUAH,3424069028,342406,9028
-122.322248930619,47.3419908752307,98,92,2363,660,School-Elementary,Nautilus K-8 School,Nautilus K-8,1000 S 289th St,98003,-122.32225203,47.34198906,3625,10,FEDERAL WAY,0521049005,052104,9005
-122.198003013409,47.5889473747493,99,127,103322,660,School-Elementary,Enatai Elementary School,Enatai,10700 SE 25th St,98004,-122.19800481,47.58894532,2846,10,BELLEVUE,3860400035,386040,0035
-122.282162196497,47.3623436352117,100,438,680003,660,School-Elementary,Star Lake Elementary School,Star Lake,26812-B 40th Ave S,98032,-122.28216518,47.36234175,3160,10,FEDERAL WAY,2722049152,272204,9152
-122.390472989456,47.6567141056342,101,1376,429769,660,School-Elementary,Lawton Elementary School,Lawton,4000 27th Ave W,98199,-122.39047451,47.65671242,2183,10,SEATTLE,0369000400,036900,0400
-122.340653568292,47.4856562618972,102,1197,149,660,School-Elementary,Hazel Valley Elementary School,Hazel Valley,402 SW 132nd St,98146,-122.34065587,47.48565443,2699,10,HIGHLINE,1823049087,182304,9087
-122.223237614328,47.5737231067929,103,6600383,9273,660,School-Elementary,Northwood Elementary School,Northwood,4030 86th Ave SE,98040,-122.22323949,47.57372111,0,10,MERCER ISLAND,1824059006,182405,9006
-122.339897523777,47.6599194814578,104,10001710,,662,School-High,Lincoln High School,Lincoln,4400 Interlake Ave N,98103,-122.33989903,47.6599177,0,10,SEATTLE,7821200700,782120,0700
-122.318335416378,47.6244269810969,105,830,454290,660,School-Elementary,Lowell Elementary School,Lowell,1058 E Mercer St,98102,-122.31833709,47.62442515,3714,10,SEATTLE,6852700355,685270,0355
-122.224715453223,47.2980036598567,106,67,45,660,School-Elementary,Terminal Park Elementary School,Terminal Park,1101 D St SE,98002,-122.2247188,47.29800166,2659,10,AUBURN,1921059053,192105,9053
-122.166881958117,47.7046189794486,107,474,35270,663,School-College or University,Lake Washington Institute of Technology Kirkland Campus,Lake Washington IT,11605 132nd Ave NE,98034,-122.1668832,47.7046169,5953,10,LAKE WASHINGTON,2826059151,282605,9151
-122.356974616451,47.6864097442498,108,855,12397,664,School-Alternative,St. John Catholic School,St. John,120 N 79th St,98103,-122.35697601,47.68640801,0,20,SEATTLE,1646501150,164650,1150
-122.183727144683,47.505722633023,109,6600369,12184,661,School-Junior High/Middle,McKnight Middle School,McKnight,1200 Edmonds Ave NE,98056,-122.18372931,47.50572053,3035,10,RENTON,0423059048,042305,9048
-122.31635067603,47.6127116224759,110,6600658,441089,662,School-High,Seattle Academy - Upper School,Seattle Academy,1201 E Union St,98122,-122.3163524,47.61270979,0,20,SEATTLE,3225049015,322504,9015
-122.317431583262,47.5094365105297,111,1265,12259,660,School-Elementary,Beverly Park Elementary School,Beverly Park,1201 S 104th St,98168,-122.31743376,47.50943465,2765,10,HIGHLINE,0523049202,052304,9202
-122.180866566695,47.6734244151186,112,473,8631,662,School-High,Lake Washington High School,Lake Washington,12033 NE 80th St,98033,-122.18086797,47.67342235,2739,10,LAKE WASHINGTON,0925059012,092505,9012
-121.766951436202,47.4802127988155,113,596,12129,660,School-Elementary,Opstad Elementary School,Opstad,1345 Stilson Ave SE,98045,-121.7669531,47.48021026,4308,10,SNOQUALMIE VALLEY,1523089156,152308,9156
-122.150054103432,47.6179735577748,114,209,144424,660,School-Elementary,Stevenson Elementary School,Stevenson,14220 NE 8th St,98007,-122.15005574,47.61797142,3100,10,BELLEVUE,2725059043,272505,9043
-122.149016406257,47.601153093295,115,200,85,660,School-Elementary,Lake Hills Elementary School,Lake Hills,14310 SE 12th St,98007,-122.14901812,47.60115095,3225,10,BELLEVUE,0324059022,032405,9022
-122.31573103566,47.6120186223869,116,6600709,440576,661,School-Junior High/Middle,Seattle Academy - Middle School,Seattle Academy,1137 13th Ave,98122,-122.31573276,47.61201679,,20,SEATTLE,2254500565,225450,0565
-122.326594703626,47.668278714327,117,6600698,834446,664,School-Alternative,McDonald International Elementary School,McDonald Intl,144 NE 54th St,98105,-122.32659618,47.66827691,,10,SEATTLE,9550202395,955020,2395
-122.360045828636,47.6872817319623,118,1009,322234,660,School-Elementary,Greenwood Elementary School,Greenwood,144 NW 80th St,98117,-122.36004722,47.68728,2123,10,SEATTLE,2919200635,291920,0635
-122.114919152939,47.4714350108305,119,755,600543,661,School-Junior High/Middle,Maywood Middle School,Maywood,14490 168th Ave SE,98059,-122.11492148,47.47143274,3636,10,ISSAQUAH,2423059005,242305,9005
-122.144859045558,47.5904528910798,120,194,91,660,School-Elementary,Eastside Christian School,Eastside Christian,14615 SE 22nd St,98007,-122.1448608,47.59045073,0,20,BELLEVUE,8838900200,883890,0200
-122.311901266913,47.5977783040421,121,6600648,762784,664,School-Alternative,Bright Water Waldorf School,Bright Water,1414 S Weller St,98144,-122.31190305,47.59777646,0,20,SEATTLE,3320500190,332050,0190
-122.31208289812,47.5641323631956,122,915,465918,661,School-Junior High/Middle,Mercer International Middle School,Mercer,1600 S Columbian Way,98108,-122.31208483,47.56413051,3095,10,SEATTLE,1624049214,162404,9214
-122.212255892715,47.6241712311253,123,150,165,660,School-Elementary,Sacred Heart School,Sacred Heart,9450 NE 14th St,98004,-122.21225754,47.62416922,0,20,BELLEVUE,4107100041,410710,0041
-122.138094005145,47.2642570953356,124,10000048,1000553,666,School-K-12,Muckleshoot Tribal School,Muckleshoot Tribal,15209 SE 376th St,98092,-122.13809753,47.2642549,0,20,AUBURN,3521059064,352105,9064
-122.116466565023,47.244478360683,125,10000049,806841,663,School-College or University,Muckleshoot Tribal College,Muckleshoot Tribal ,39811 Auburn-Enumclaw Road SE,98092,-122.11647011,47.24447619,0,20,AUBURN,0220059089,022005,9089
-122.348286470893,47.755136132087,126,1156,16155,662,School-High,Shorewood High School,Shorewood,17300 Fremont Ave N,98133,-122.34828757,47.75513443,3921,10,SHORELINE,0726049134,072604,9134
-122.041786879529,47.7195143913004,127,806,164591,660,School-Elementary,Laura Ingalls Wilder Elementary School,Wilder,22130 NE 133rd St,98077,-122.04178795,47.71951213,4336,10,LAKE WASHINGTON,2126069015,212606,9015
-122.04304923381,47.7414355288868,128,798,568938,660,School-Elementary,East Ridge Elementary School,East Ridge,22150 NE 156th Pl,98077,-122.0430502,47.74143329,4379,10,NORTHSHORE,1626069002,162606,9002
-122.320346917787,47.6393171991224,129,826,429525,660,School-Elementary,Bertschi School,Bertschi,2227 10th Ave E,98102,-122.32034852,47.63931538,0,20,SEATTLE,2207500320,220750,0320
-122.303412366376,47.3999091315157,130,1362,390217,660,School-Elementary,Midway Elementary School,Midway,22447 24th Ave S,98198,-122.30341514,47.39990727,2984,10,HIGHLINE,1622049238,162204,9238
-122.307714989213,47.3998842449669,131,1363,386713,662,School-High,Mount Rainier High School,Mount Rainier,22450 19th Ave S,98198,-122.30771777,47.39988239,3279,10,HIGHLINE,1622049005,162204,9005
-122.329946933174,47.4659485244025,132,1212,755357,662,School-High,Highline High School,Highline,225 S 152nd St,98148,-122.32994934,47.46594668,2325,10,HIGHLINE,2023049020,202304,9020
-122.006512630395,47.1912037621563,133,297,893822,662,School-High,Enumclaw High School,Enumclaw High,226 Semanski St S,98022,-122.00651466,47.19120223,3330,10,ENUMCLAW,2620069016,262006,9016
-122.300002984639,47.335716991854,134,6600142,695180,666,School-K-12,Holy Innocents School of the Northwest,Holy Innocents,2530 S 298th St,98003,-122.30000612,47.33571514,0,20,FEDERAL WAY,7683800032,768380,0032
-122.300691733899,47.7730846088117,135,6600298,16145,665,School-Other Facility,Aldercrest Learning Center,Aldercrest Learning Center,2545 NE 200th St,98155,-122.30069277,47.77308288,0,10,SHORELINE,4022900853,402290,0853
-122.119310297828,47.3700239381195,136,571,662995,662,School-High,Kentwood High School,Kentwood,25800 164th Ave SE,98042,-122.11931322,47.37002169,4128,10,KENT,2522059006,252205,9006
-122.366191029087,47.5288907113304,137,6600437,509368,662,School-High,Chief Sealth International High School,Chief Sealth,2600 SW Thistle St ,98126,-122.36619312,47.52888891,3096,10,SEATTLE,3624039032,362403,9032
-122.366052898593,47.5313521804952,138,6600702,1005283,661,School-Junior High/Middle,Denny International Middle School,Denny Intl,2601 SW Kenyon St,98126,-122.36605498,47.53135038,,10,SEATTLE,3624039032,362403,9032
-122.399135418246,47.6482380297339,139,1379,757610,660,School-Elementary,Our Lady of Fatima Parish School,Our Lady of Fatima,3301 W Dravus St,98199,-122.39913698,47.64823635,0,20,SEATTLE,6822100520,682210,0520
-122.349848676287,47.2920079404691,140,328,2391,660,School-Elementary,Sherwood Forest Elementary School,Sherwood Forest,34600 12th Ave SW,98023,-122.34985205,47.2920062,4374,10,FEDERAL WAY,4159200004,415920,0004
-122.287113508854,47.5581809019409,141,6600131,478363,664,School-Alternative,Interagency Academy,Interagency Academy,3528 S Ferdinand St,98118,-122.28711547,47.55817901,0,10,SEATTLE,1703400755,170340,0755
-122.286779700529,47.6181071481748,142,1063,924116,660,School-Elementary,Epiphany School,Epiphany,3611 E Denny Way,98122,-122.2867814,47.61810527,0,20,SEATTLE,9103000660,910300,0660
-122.33989443123,47.6599214367307,143,6600701,746393,664,School-Alternative,Cascadia Elementary School,Cascadia,4400 Interlake Ave N,98103,-122.33989594,47.65991966,,10,SEATTLE,7821200700,782120,0700
-122.025579351577,47.3516098801445,144,6600555,665240,660,School-Elementary,Glacier Park Elementary School,Glacier Park,23700 SE 280th St,98038,-122.02558236,47.35160742,4453,10,TAHOMA,3422069020,342206,9020
-122.020894353226,47.6287194904844,145,648,12218,660,School-Elementary,Christa McAuliffe Elementary School,McAuliffe,23823 NE 22nd St,98074,-122.02089585,47.62871711,0,10,LAKE WASHINGTON,2725069102,272506,9102
-122.317506999722,47.6410241326585,146,834,759081,662,School-High,Seattle Preparatory School,Seattle Prep ,2400 11th Ave E,98102,-122.31750859,47.64102231,0,20,SEATTLE,2025049007,202504,9007
-122.328909495727,47.6763537054301,147,845,12303,660,School-Elementary,Green Lake Elementary School,Green Lake,2400 N 65th St,98103,-122.32891093,47.67635191,2061,10,SEATTLE,9528104870,952810,4870
-122.302980303367,47.7364251564714,148,1241,16168,666,School-K-12,Shoreline Christian School,Shoreline Christian,2400 NE 147th St,98155,-122.30298147,47.73642333,0,20,SHORELINE,1626049049,162604,9049
-122.299846115747,47.590959456514,149,1169,452716,660,School-Elementary,Thurgood Marshall Elementary School,Marshall,2401 S Irving St,98144,-122.29984793,47.59095759,2141,10,SEATTLE,9344400300,934440,0300
-122.198658930709,47.4578181992297,150,669,593856,661,School-Junior High/Middle,Nelson Middle School,Nelson,2403 Jones Ave S,98055,-122.19866137,47.45781613,0,10,RENTON,2923059061,292305,9061
-122.301487700569,47.332569151873,151,106,2365,660,School-Elementary,Wildwood Elementary School,Wildwood,2405 S 300th St,98003,-122.30149085,47.3325673,3583,10,FEDERAL WAY,0421049167,042104,9167
-122.304220841346,47.6406344425853,152,944,420683,660,School-Elementary,Montlake Elementary School,Montlake,2409 22nd Ave E,98112,-122.30422244,47.64063259,2322,10,SEATTLE,6788200735,678820,0735
-122.300867371047,47.6083496871426,153,2352,433942,664,School-Alternative,Nova High School,Nova,2410 E Cherry St,98122,-122.30086911,47.60834783,3868,10,SEATTLE,0519000290,051900,0290
-122.191386303337,47.6321488683405,154,114,65,660,School-Elementary,Bellevue Montessori School,Bellevue Montessori,2411 112th Ave NE,98004,-122.1913879,47.63214681,0,20,BELLEVUE,2025059182,202505,9182
-122.017262675506,47.6186701894471,155,652,12221,661,School-Junior High/Middle,Inglewood Middle School,Inglewood,24120 NE 8th St,98074,-122.01726422,47.61866779,4386,10,LAKE WASHINGTON,2725069065,272506,9065
-122.045042296275,47.3842441740026,156,527,9261,660,School-Elementary,Lake Wilderness Elementary School,Lake Wilderness,24216 Witte Rd SE,98038,-122.04504512,47.38424175,3286,10,TAHOMA,2122069054,212206,9054
-122.015120639968,47.407608469319,157,533,620377,660,School-Elementary,Tahoma Elementary School,Tahoma,24425 SE 216th St,98038,-122.01512331,47.40760597,3341,10,TAHOMA,1122069027,112206,9027
-122.330845189697,47.5819237139494,158,6600703,765619,664,School-Alternative,Seattle Skills Center,Skills Center,2445 3rd Ave S,98134,-122.33084705,47.58192189,,10,SEATTLE,7666205235,766620,5235
-122.282154142561,47.3805476525244,159,439,615649,660,School-Elementary,Sunnycrest Elementary School,Sunnycrest,24629 42nd Ave S,98032,-122.28215703,47.38054576,3567,10,FEDERAL WAY,2222049146,222204,9146
-122.251939712555,47.3803240567522,160,417,615980,660,School-Elementary,Kent Elementary School,Kent,24700 64th Ave S,98032,-122.2519426,47.38032212,0,10,KENT,5436200660,543620,0660
-122.324176704259,47.6422860580931,161,6600212,837474,664,School-Alternative,TOPS K-8 School (The Option Program at Seward),TOPS,2500 Franklin Ave E,98102,-122.32417829,47.64228424,1579,10,SEATTLE,1959700005,195970,0005
-122.165914126318,47.51426569713,162,715,732782,660,School-Elementary,Sierra Heights Elementary School,Sierra Heights,2501 Union Ave NE,98059,-122.16591625,47.51426355,3668,10,RENTON,0423059069,042305,9069
-122.005691569626,47.5799029029866,163,2212,2412,661,School-Junior High/Middle,Beaver Lake Middle School,Beaver Lake,25025 SE 32nd St,98029,-122.0056933,47.57990044,4460,10,ISSAQUAH,1124069091,112406,9091
-122.388993383893,47.6862038199872,164,1011,12292,660,School-Elementary,Loyal Heights Elementary School,Loyal Heights,7735 25th Ave NW,98117,-122.38899478,47.68620215,0,10,SEATTLE,4443801580,444380,1580
-122.003973747321,47.5773926506911,165,341,875876,660,School-Elementary,Challenger Elementary School,Challenger,25200 SE Klahanie Blvd,98029,-122.00397549,47.57739018,4300,10,ISSAQUAH,1124069091,112406,9091
-122.103582467129,47.3758523702165,166,564,666111,660,School-Elementary,Crestwood Elementary School,Crestwood,25225 180th Ave SE,98042,-122.10358535,47.37585008,4126,10,KENT,2422059063,242205,9063
-122.021404617835,47.3718965129945,167,6600596,663049,660,School-Elementary,Rock Creek Elementary School,Rock Creek,25700 Maple Valley-Black Diamond Rd SE,98038,-122.0214075,47.37189404,4415,10,TAHOMA,2722069056,272206,9056
