price,id
286500.0,11580
370000.0,15113
235000.0,12819
969500.0,17742
325000.0,14353
860000.0,13357
865000.0,3341
848750.0,8966
450000.0,4382
330000.0,10419
525000.0,19517
530000.0,11555
330000.0,3900
429900.0,17160
250000.0,13547
1280000.0,11727
333490.0,21107
530000.0,2568
475000.0,6302
700000.0,6784
289950.0,14211
210000.0,1979
334000.0,13533
335000.0,5215
458400.0,10000
690000.0,21567
580000.0,17068
310000.0,3587
367400.0,12153
320000.0,12739
650000.0,6125
529888.0,5145
254000.0,11887
740000.0,20094
580000.0,9228
1326000.0,10098
2135000.0,12186
419000.0,6035
450000.0,1349
253000.0,993
765000.0,20881
670000.0,5066
825000.0,7459
680000.0,16130
498000.0,21088
1710000.0,19848
883000.0,18087
290000.0,17418
225500.0,13865
613500.0,21066
390000.0,18822
299990.0,10988
605000.0,737
460000.0,7027
390000.0,18197
234000.0,14219
354000.0,3985
459000.0,21543
419500.0,11912
1190000.0,9252
450000.0,13465
1309500.0,16187
640000.0,37
258000.0,5475
265000.0,2587
995000.0,16888
427000.0,16942
565000.0,15549
240000.0,3329
592500.0,255
855000.0,17397
367999.0,11880
126000.0,11739
265000.0,10727
642000.0,9583
880000.0,8541
220000.0,14679
310000.0,12875
500000.0,15886
579000.0,10071
690000.0,18437
400000.0,15786
350000.0,20556
476000.0,14163
605000.0,11142
521450.0,4016
246700.0,4083
350000.0,6831
637000.0,17932
665000.0,7445
248000.0,1621
325000.0,12736
450000.0,2608
356000.0,19424
540000.0,5507
249900.0,13535
961500.0,5096
257000.0,15447
760000.0,14534
467000.0,219
460940.0,20014
385000.0,5803
740000.0,6186
775000.0,3722
724950.0,14979
493000.0,19642
507200.0,7630
1080000.0,11272
339000.0,414
315000.0,17131
304900.0,280
868700.0,471
537000.0,2532
1086000.0,5509
350500.0,3158
278000.0,10598
3710000.0,16302
461550.0,5067
634950.0,13457
260000.0,9884
1698000.0,21316
440000.0,17890
719000.0,4846
402000.0,4429
390000.0,13892
325000.0,16086
545000.0,11118
243000.0,9250
375000.0,10708
356500.0,2663
572000.0,5196
520000.0,8417
436000.0,17618
462000.0,2518
349950.0,17708
326500.0,4292
600000.0,5238
475000.0,15216
275000.0,8980
495000.0,6100
752500.0,969
525000.0,14179
334850.0,18194
525000.0,6856
435000.0,10889
515000.0,19883
506000.0,7228
205000.0,9212
374950.0,9756
457000.0,15270
375000.0,15662
260000.0,11238
995000.0,10637
998000.0,1941
460000.0,8459
509000.0,8583
595000.0,7000
426500.0,5495
360000.0,8322
156000.0,14537
325900.0,5970
243000.0,2313
260000.0,767
635000.0,11250
415000.0,15520
775000.0,8589
205000.0,11682
500000.0,9539
541000.0,17441
652000.0,13469
833000.0,5097
1100000.0,6667
299950.0,19815
865000.0,6495
300000.0,19595
672000.0,1368
405500.0,14319
875000.0,2233
437000.0,2324
550000.0,2378
349950.0,16474
462370.0,14500
240000.0,18577
438000.0,2723
739900.0,8451
600000.0,12245
295000.0,6050
271000.0,3238
224000.0,1675
605000.0,12072
775000.0,2281
825000.0,19917
391500.0,20746
834000.0,13950
412000.0,9180
475000.0,4907
393000.0,4493
389000.0,7304
599000.0,20081
210000.0,2542
611000.0,13459
515000.0,12749
230000.0,12427
405000.0,18289
249000.0,18664
340000.0,2252
400000.0,3415
265000.0,15774
1297000.0,5160
600000.0,17295
230000.0,8946
615000.0,12190
263000.0,1202
199500.0,6519
350000.0,14177
385000.0,961
384950.0,10538
549995.0,10605
350000.0,3524
305000.0,7318
630000.0,11443
229950.0,7520
536000.0,11114
500000.0,15666
625000.0,20419
210000.0,3489
250000.0,5402
302000.0,12810
445000.0,3453
950000.0,3065
375000.0,10038
326000.0,12912
157000.0,17604
215000.0,19413
535000.0,4510
280000.0,10964
204900.0,6627
327200.0,12934
1865000.0,2473
503000.0,1547
618000.0,18659
220000.0,17533
464000.0,15865
1325000.0,2125
325000.0,18898
874000.0,11332
321000.0,15089
605000.0,18195
485000.0,6804
535000.0,8577
447450.0,9416
335000.0,10696
245000.0,9372
800000.0,17588
539900.0,21311
1500000.0,3100
415500.0,12031
415000.0,15927
423000.0,4691
249000.0,5291
418000.0,4532
1500000.0,16348
485000.0,14524
281000.0,1693
1375000.0,19725
1138990.0,20434
460000.0,9575
475000.0,7603
345000.0,18347
538000.0,10901
697000.0,2835
960000.0,2772
510000.0,18241
180000.0,2895
275000.0,9930
315000.0,16895
1174660.0,21375
319500.0,14351
470450.0,2000
147500.0,876
371000.0,19358
588000.0,20373
277500.0,19476
674000.0,8489
1880000.0,21141
418000.0,20644
550000.0,3901
250000.0,19087
749000.0,4968
780000.0,13620
600000.0,13370
455000.0,9142
1727000.0,5864
595000.0,7325
425000.0,13973
580000.0,19771
205000.0,7584
389000.0,17796
460000.0,20505
525000.0,5750
837700.0,1090
349500.0,18246
452000.0,5790
400000.0,3663
267500.0,10624
190000.0,11651
525000.0,9190
775000.0,4705
265950.0,17313
554000.0,6658
370000.0,15889
750000.0,18280
730000.0,10582
600000.0,4712
779000.0,15513
725000.0,11230
217000.0,6480
360000.0,14527
205000.0,11790
263000.0,12013
475000.0,1011
480000.0,8231
287000.0,18537
490000.0,17150
160797.0,20403
530000.0,12490
380000.0,7631
580000.0,11497
319950.0,11983
550000.0,10494
468000.0,14111
300000.0,8686
405000.0,21362
480000.0,1752
256000.0,1788
250000.0,16526
110000.0,20962
231750.0,19224
485000.0,1902
650000.0,3075
475000.0,5321
425000.0,18705
589000.0,14243
685000.0,589
540000.0,4672
860000.0,10620
718000.0,20214
255000.0,11661
335000.0,7309
193000.0,3289
299900.0,6354
495000.0,10509
495000.0,14886
412000.0,11632
232500.0,11146
485000.0,19373
961000.0,9540
1262000.0,19912
270000.0,18620
775000.0,6535
1218000.0,8328
1388000.0,18655
650000.0,784
852000.0,17879
374950.0,21421
245000.0,14934
549000.0,5105
425000.0,13093
225000.0,7020
340000.0,8296
515000.0,8410
379500.0,6388
270000.0,3224
1075000.0,4316
856000.0,2854
725000.0,7835
905000.0,1841
171000.0,19563
512000.0,848
921500.0,3299
327500.0,1776
170000.0,6395
445000.0,4237
370000.0,9977
415000.0,14539
649950.0,19999
490000.0,11704
250000.0,4885
583000.0,6986
350000.0,5629
349950.0,9029
722000.0,4249
450000.0,376
870000.0,13924
250000.0,5078
379500.0,4449
458000.0,4092
475000.0,8179
647500.0,6435
420000.0,19487
542000.0,15201
500000.0,11280
635000.0,10265
395000.0,8108
420000.0,1491
698000.0,13934
180000.0,16112
635200.0,11592
388000.0,21554
530000.0,543
340000.0,610
260000.0,15510
147200.0,4981
347000.0,8846
1135000.0,4363
521000.0,2098
505000.0,21251
932800.0,1536
760000.0,14393
300000.0,10662
320000.0,782
495000.0,18669
312500.0,10309
499922.0,6187
460000.0,7474
455000.0,19112
272000.0,13749
399000.0,20003
275000.0,13321
749000.0,20238
425000.0,8370
258000.0,1254
455000.0,18676
405000.0,6494
765000.0,3122
505000.0,1175
395000.0,4327
250000.0,7997
455850.0,6334
483300.0,6496
610000.0,5241
420000.0,1538
1325000.0,11488
689950.0,19699
609000.0,16927
465000.0,4688
516500.0,21552
410000.0,9734
1500000.0,14953
165000.0,11390
490000.0,7824
303000.0,7151
724950.0,19026
442000.0,572
409124.0,6254
245000.0,5839
300000.0,16047
780000.0,9278
710000.0,6914
151000.0,19344
450000.0,19781
375000.0,4431
292600.0,5239
90000.0,7992
270000.0,12049
340000.0,15019
355000.0,20887
950000.0,7883
750000.0,3697
294000.0,14081
605000.0,2152
485000.0,12726
540000.0,3818
730000.0,9618
278000.0,11286
476500.0,3288
345000.0,20462
440000.0,19483
219900.0,1702
685000.0,16606
691500.0,3263
137000.0,16915
975000.0,13481
620000.0,14364
884250.0,2071
805000.0,1846
350000.0,6386
480000.0,6723
305000.0,190
400000.0,9557
860000.0,2761
540000.0,15609
787500.0,12811
690000.0,15075
246000.0,13303
249500.0,12087
685000.0,19990
414050.0,17022
191000.0,12803
227490.0,12602
440000.0,6105
151600.0,7716
249950.0,7998
340000.0,11444
1070000.0,17305
330000.0,3584
558000.0,10822
369950.0,15578
395000.0,20610
532000.0,8352
975000.0,8666
560000.0,6517
1362500.0,9323
260000.0,17631
375000.0,16167
445000.0,17027
650000.0,11666
220000.0,17510
233000.0,739
390000.0,2293
380000.0,19899
364000.0,6215
795000.0,872
2200000.0,14385
258000.0,9460
195000.0,701
385000.0,2586
299500.0,2274
608000.0,21384
650000.0,2036
280000.0,5036
545000.0,2519
276000.0,11190
725000.0,14891
397500.0,12456
272000.0,14300
265000.0,19208
1068000.0,12455
420000.0,17040
335000.0,13180
1100000.0,5760
444950.0,8104
978000.0,4354
195000.0,5212
650000.0,16986
320000.0,1274
755000.0,1896
185900.0,12296
739000.0,3237
485000.0,15094
190000.0,19294
594950.0,6196
249900.0,7721
466200.0,13263
1750000.0,20092
530000.0,4731
582000.0,16792
600000.0,16104
550000.0,10224
650000.0,19154
515000.0,1082
458000.0,15582
411000.0,10799
139000.0,9189
725000.0,18154
1065000.0,21357
1415000.0,3906
446950.0,18061
340000.0,6452
600000.0,6571
661254.0,12413
305000.0,2902
301500.0,19742
469000.0,1738
328500.0,11501
1130000.0,11037
279950.0,19460
550000.0,1860
189000.0,16379
548500.0,3532
346000.0,14460
325000.0,21612
536650.0,12026
230000.0,2363
400000.0,11744
500000.0,11751
345000.0,18045
518000.0,19505
700000.0,6132
605000.0,16767
662000.0,529
768500.0,5206
1125000.0,11442
550000.0,5482
305500.0,16470
265000.0,15878
242150.0,4276
1387000.0,7008
555565.0,3214
225500.0,6404
460000.0,106
524950.0,5988
355000.0,8175
1000000.0,6085
510000.0,10112
350000.0,19496
825000.0,8067
639000.0,4010
532500.0,5230
652450.0,5873
235000.0,4278
2900000.0,7933
460000.0,3462
320000.0,15490
1260000.0,16567
134000.0,10387
925000.0,4468
625000.0,18346
400000.0,8373
1205000.0,17306
359950.0,21089
311750.0,2197
400000.0,8507
535000.0,9039
319000.0,15846
300000.0,6159
480000.0,13912
250000.0,7715
267000.0,18681
445000.0,18298
510000.0,8384
335000.0,19750
536000.0,18025
455000.0,5012
272000.0,3049
880000.0,21173
460000.0,5060
670000.0,4475
415000.0,14913
674750.0,2369
725000.0,11127
320600.0,8118
300000.0,14897
525000.0,4355
375000.0,14358
374000.0,888
394000.0,20384
309000.0,14610
446500.0,2327
605000.0,10200
375000.0,17114
632500.0,3699
339000.0,12553
160000.0,3361
750000.0,18238
438800.0,13100
721000.0,7759
260000.0,7178
740000.0,21022
565997.0,20228
302000.0,4659
550000.0,2157
375000.0,2782
1450000.0,6297
362300.0,4575
725000.0,7149
492000.0,5111
450000.0,18724
799000.0,1714
455000.0,18458
500000.0,15748
855000.0,15042
412133.0,9240
443000.0,21500
477000.0,5622
354900.0,7073
304000.0,9178
1655000.0,8329
602500.0,1562
645000.0,992
340000.0,12629
735000.0,20829
442000.0,16665
415950.0,14495
612000.0,1503
240000.0,13651
437400.0,16146
648000.0,6975
809000.0,6773
404000.0,2744
615000.0,11494
1000000.0,3252
249000.0,8703
1050000.0,15060
932990.0,19809
550000.0,7620
349000.0,19426
720000.0,18552
250000.0,1067
950000.0,21275
475000.0,9819
755000.0,1459
625000.0,12974
970000.0,532
647000.0,11451
282000.0,2844
660000.0,16657
270000.0,10221
650000.0,11144
852500.0,13493
287000.0,7177
192000.0,18600
450000.0,19739
310000.0,12980
378000.0,959
274900.0,10700
349950.0,8021
495000.0,20980
340000.0,15313
815000.0,12286
387500.0,3653
727500.0,19203
310000.0,11566
486000.0,16344
220000.0,13173
526500.0,18667
485000.0,17
472500.0,9898
760000.0,18196
829000.0,10264
206135.0,1501
497000.0,10738
400000.0,10443
218000.0,3265
410000.0,14781
950000.0,13846
579950.0,21306
320000.0,686
750000.0,12748
439000.0,583
235000.0,8809
960000.0,17122
308500.0,15127
850000.0,14230
207000.0,8467
420000.0,13957
430000.0,14391
545500.0,5233
295000.0,14137
351000.0,18994
220000.0,4751
395000.0,5153
312000.0,11800
468000.0,6700
625000.0,4129
565000.0,1176
610000.0,6541
350000.0,16558
775000.0,10167
1150000.0,11947
325000.0,18668
439995.0,1165
160000.0,13996
411000.0,7541
295000.0,16988
440000.0,20709
570000.0,5346
415500.0,21272
799500.0,16627
312000.0,8641
225000.0,2523
1100000.0,4430
320900.0,15577
402000.0,13115
375000.0,16209
310000.0,4763
732000.0,13348
550000.0,19022
334500.0,13555
395000.0,744
304950.0,10448
635000.0,17744
460000.0,16876
510000.0,13121
835000.0,184
525000.0,3522
425000.0,8450
450000.0,7704
226000.0,16924
470000.0,16031
465000.0,5764
549010.0,14323
563000.0,7562
350000.0,8265
735000.0,10237
224000.0,4843
339900.0,12343
269000.0,10409
590000.0,8992
425000.0,2989
373500.0,2703
286651.0,6844
265000.0,16255
376000.0,16518
220000.0,3907
660000.0,12494
287000.0,17937
450000.0,11618
305000.0,21397
645000.0,19761
540000.0,21560
292000.0,1400
732000.0,3268
835000.0,1879
855000.0,10459
1065000.0,9204
280000.0,3414
368000.0,7005
510000.0,14055
1030000.0,20072
665000.0,309
431000.0,15923
527950.0,13311
930000.0,12837
640000.0,14535
416000.0,16194
625000.0,40
319000.0,15428
539950.0,18317
192500.0,11534
740000.0,15637
750000.0,17075
995000.0,6608
325000.0,8346
431000.0,9005
390000.0,9699
845000.0,4253
325000.0,2400
610000.0,17854
210000.0,3952
490000.0,20568
240000.0,13926
236500.0,2481
218000.0,11789
139000.0,8662
217000.0,17886
501000.0,9340
285000.0,3168
292500.0,13446
450000.0,1348
379000.0,16542
650000.0,15161
500000.0,21210
454000.0,8989
475000.0,20002
450000.0,19617
176000.0,18106
641000.0,442
349000.0,5313
335000.0,1658
592500.0,212
179000.0,5374
525000.0,5027
325088.0,3491
685000.0,19158
170000.0,14021
950000.0,18980
140000.0,14241
253000.0,6728
910000.0,8254
435000.0,9031
274950.0,17270
385000.0,19792
328000.0,13300
195000.0,15442
510000.0,11658
255000.0,15845
448500.0,5538
170000.0,3033
494000.0,9857
310000.0,11228
416000.0,8181
230000.0,17635
273000.0,2714
299000.0,1644
247500.0,18646
425000.0,7406
119900.0,3485
305000.0,14207
680000.0,17716
400000.0,10479
146000.0,12984
309950.0,15569
500000.0,4570
685000.0,4442
419950.0,15652
626000.0,13187
696000.0,15841
1242500.0,1072
970000.0,18071
445000.0,14342
508000.0,6838
1150000.0,7366
350000.0,18883
378750.0,398
221347.0,19316
715000.0,21542
1495000.0,3989
425000.0,10990
344000.0,4446
190000.0,15607
460000.0,10117
330000.0,18255
487500.0,14271
544500.0,1733
725000.0,8854
309000.0,18952
363000.0,245
360000.0,17042
359900.0,15824
505000.0,1069
600000.0,16771
875000.0,4099
435000.0,1339
315000.0,232
315000.0,352
1340000.0,12349
499000.0,15057
295832.0,10652
679000.0,15387
274700.0,1169
327500.0,6879
445000.0,1742
352000.0,1581
1208000.0,3256
280000.0,13568
755000.0,16438
197500.0,1043
360000.0,13944
750000.0,1411
865000.0,4244
313000.0,6637
355000.0,19311
587750.0,9296
243500.0,17661
292500.0,2143
600000.0,4806
318500.0,9106
320000.0,18672
240000.0,14863
727000.0,9303
400000.0,18190
613500.0,17263
259000.0,18751
547500.0,12398
677100.0,2624
208000.0,2260
379950.0,10411
1035290.0,20077
268000.0,4865
465000.0,19388
653450.0,7863
647500.0,6735
630000.0,10421
1025000.0,235
474000.0,15833
455000.0,1215
360000.0,6462
685000.0,20733
205000.0,11337
370000.0,8913
484000.0,1266
350900.0,1112
365000.0,5405
275000.0,4888
1156000.0,18607
270000.0,20321
335000.0,3917
710000.0,12249
360000.0,15086
546500.0,8273
325000.0,4304
330000.0,17896
434900.0,20057
824000.0,766
175000.0,11995
354000.0,11053
599000.0,15324
190000.0,2775
345000.0,1281
550000.0,36
552500.0,2541
278500.0,2733
440000.0,1637
700000.0,5520
253000.0,938
332500.0,6249
570000.0,16658
180000.0,14640
225000.0,14141
326000.0,15710
255000.0,16707
594000.0,17526
546000.0,1249
225000.0,16801
340000.0,1646
1289000.0,6465
275000.0,15305
310000.0,16560
205000.0,2239
157340.0,3717
445000.0,6439
655000.0,16913
922755.0,20682
455000.0,16713
1450000.0,12217
464900.0,2035
900000.0,1170
299999.0,11553
868500.0,13084
585000.0,1210
250000.0,16107
317625.0,65
300000.0,3836
165000.0,11157
670000.0,4700
358000.0,20011
705000.0,3730
290000.0,6148
330950.0,18215
265000.0,15242
505000.0,18753
600000.0,16262
260000.0,18364
705000.0,14222
999000.0,14402
216300.0,12079
225000.0,9199
1264000.0,19649
546000.0,17773
575000.0,3169
310000.0,19293
810000.0,6880
247000.0,9558
625000.0,3376
355000.0,2613
733000.0,8758
165000.0,14574
600000.0,52
706000.0,16400
250000.0,19090
265000.0,9782
255000.0,18019
718500.0,19063
515000.0,21136
665900.0,4194
475000.0,10086
339950.0,15550
497300.0,16016
221900.0,0
520000.0,8757
365000.0,10320
616500.0,9953
514500.0,11447
185000.0,6120
471000.0,10179
810000.0,13378
246000.0,19503
585000.0,20414
485000.0,7092
590000.0,20739
309950.0,8770
698000.0,9181
525000.0,13109
415000.0,16979
2479000.0,4811
641000.0,20766
1370000.0,8808
339900.0,17489
325000.0,10039
310000.0,11195
500007.0,7218
362000.0,5572
188000.0,677
125000.0,15552
235000.0,10931
305000.0,19470
353950.0,10406
411715.0,16428
173000.0,1192
452500.0,10664
78000.0,15293
395000.0,11521
445000.0,3190
445000.0,6190
405000.0,3393
619100.0,15172
276000.0,6878
759000.0,18730
468000.0,15805
265000.0,9508
360000.0,4186
475000.0,19179
690000.0,17244
781500.0,19281
560000.0,18601
324500.0,12227
365000.0,9765
959900.0,10606
265000.0,16836
209500.0,8497
561500.0,12704
375000.0,5312
480000.0,9517
260000.0,8063
776000.0,21496
325000.0,4889
650000.0,9812
575575.0,6612
539000.0,4591
215000.0,19891
1040890.0,19647
749000.0,20583
475000.0,18211
563000.0,9153
266000.0,5031
320000.0,20111
542500.0,16948
799900.0,16098
370000.0,1865
530000.0,5412
294950.0,10434
569950.0,8985
260000.0,18258
573500.0,11864
399000.0,11830
350000.0,12538
515000.0,6657
575000.0,4522
159000.0,15058
2900000.0,269
570000.0,7859
395000.0,13033
608000.0,9606
302500.0,11752
313100.0,12717
485000.0,21434
254000.0,10228
429950.0,19391
505000.0,9480
246900.0,11249
517500.0,6131
658500.0,13197
363000.0,21102
85000.0,10253
539950.0,20647
712500.0,13911
307150.0,9219
392000.0,16849
1200000.0,16225
535000.0,1759
925000.0,2815
576000.0,2841
537000.0,15507
285000.0,8587
333700.0,20702
430000.0,10586
380000.0,7901
512500.0,5854
900000.0,9789
550000.0,20230
455000.0,20544
357000.0,8822
495000.0,19579
905000.0,15046
235000.0,6712
531000.0,17625
539950.0,3562
355000.0,12402
349950.0,18353
384500.0,15996
626000.0,12174
120750.0,15365
496000.0,16165
562000.0,8863
500000.0,9269
365500.0,386
420000.0,14849
353750.0,8815
339950.0,13131
343000.0,8485
595000.0,2535
373000.0,15903
545000.0,4732
660000.0,12562
782500.0,16034
256500.0,16579
452950.0,19923
465000.0,19342
427005.0,21199
250000.0,12114
1475000.0,8068
589500.0,13254
525000.0,9206
757000.0,10996
360000.0,4517
475000.0,5091
578000.0,458
210000.0,14800
425000.0,8132
443000.0,14532
336500.0,9774
549950.0,8446
549000.0,21555
340000.0,18218
290000.0,12694
615000.0,9365
599950.0,17948
394950.0,20725
638000.0,5384
1110000.0,12149
485000.0,2009
255000.0,8357
410000.0,10686
300000.0,2392
437000.0,2069
200000.0,5397
295000.0,19991
199500.0,10916
700000.0,1819
145000.0,9120
550000.0,3634
439000.0,13637
255000.0,16331
435000.0,379
359000.0,11678
684680.0,15253
407000.0,11628
460000.0,3737
495000.0,19982
390000.0,15626
539000.0,17769
506500.0,17259
512000.0,19035
235000.0,15949
994000.0,6235
142500.0,5570
450500.0,17119
728725.0,10276
371000.0,4325
329000.0,5187
1059500.0,19625
372500.0,16746
465000.0,20483
425000.0,11634
270000.0,8149
660000.0,15432
500000.0,14912
203000.0,6813
250000.0,2699
418000.0,3255
285000.0,1673
450000.0,15346
616750.0,17702
469775.0,12588
650000.0,12133
196000.0,18566
850000.0,3180
725000.0,17385
2453500.0,3735
859990.0,19948
497000.0,21230
585000.0,13521
622000.0,14039
490000.0,21372
790000.0,1157
429000.0,19653
450000.0,6554
555000.0,18818
730000.0,9982
385000.0,4039
1485000.0,8692
745000.0,15002
243000.0,7892
311000.0,5082
378500.0,480
182500.0,18296
1153000.0,6471
237100.0,16732
455000.0,16029
225000.0,5745
325000.0,8302
612500.0,17688
599950.0,13882
1049000.0,16694
376000.0,15183
767450.0,20306
952000.0,9049
585000.0,11838
510000.0,9287
558000.0,16423
440000.0,1696
330000.0,11023
399950.0,20093
275000.0,6201
250000.0,11817
885000.0,9870
549800.0,15479
620000.0,4919
210000.0,726
380000.0,14510
495000.0,7187
630000.0,10376
359000.0,10417
546000.0,6917
235000.0,13394
183000.0,15853
880000.0,3931
129000.0,14008
452000.0,18213
338000.0,9167
520000.0,15147
199000.0,2078
355000.0,17735
700000.0,11334
495000.0,4600
253500.0,17784
190000.0,15312
215000.0,3874
619500.0,11330
605000.0,14406
344900.0,9393
420000.0,17011
291750.0,17914
1005000.0,11980
434000.0,3517
244950.0,18797
809950.0,17741
345000.0,19312
517500.0,10029
425000.0,9260
420000.0,8958
406100.0,6859
650000.0,16088
341000.0,1789
420000.0,12812
437500.0,16061
296000.0,9686
249500.0,1060
1280000.0,20039
585000.0,15665
569950.0,9459
570000.0,2994
336000.0,5710
749500.0,14226
593000.0,9443
305000.0,2711
400000.0,21459
298900.0,20752
530000.0,4565
542000.0,8315
229000.0,878
611000.0,4956
815000.0,6510
481000.0,13436
114000.0,12546
285000.0,4814
1039000.0,6754
850000.0,1506
465000.0,2625
280000.0,12866
490000.0,5968
415000.0,17579
685000.0,7827
1050000.0,17493
675000.0,5727
450000.0,19586
258000.0,1002
855000.0,16281
360000.0,3732
760000.0,11025
335000.0,12635
607010.0,1563
245000.0,13835
298950.0,17201
422250.0,8762
465000.0,5075
195000.0,7767
450000.0,17190
415000.0,4155
550000.0,20532
380000.0,20780
310000.0,5774
525000.0,21131
650000.0,611
382500.0,16123
443000.0,19079
2535000.0,12648
219000.0,17236
385000.0,6812
707500.0,15360
465000.0,10963
220000.0,13796
354500.0,6431
150000.0,18099
464000.0,10106
685000.0,21396
425000.0,8001
225000.0,18191
570000.0,2163
200000.0,1108
237000.0,7443
352500.0,12312
235000.0,17448
480000.0,14368
525000.0,21010
280000.0,20946
678000.0,15314
250000.0,14810
445000.0,5360
655000.0,18324
550000.0,20142
415000.0,9682
396000.0,14832
595000.0,5900
850000.0,11011
280000.0,14939
3800000.0,19017
469000.0,4499
520000.0,8582
213950.0,10862
321000.0,1257
393000.0,18532
524000.0,12372
497000.0,675
267500.0,299
630000.0,8801
255000.0,9068
429000.0,12910
675000.0,6842
438000.0,14691
625000.0,9073
216000.0,13765
280000.0,16306
600000.0,1701
